Row_ID,Sex,Is Satisfied with space allocated,Is satisfied with hygiene and sanitation,Is enough healthcare facilities,Is satisfied with the quality of healthcare,Is satisfied with the level of psychological support,Is satisfied with the level of social support,Able to exercise religion freely,Is satisfied with the no of religious facilities,Is enough educational opportunities (< 12 yrs),Are enough educational opportunities (12-18 yrs),Are enough educational opportunities (> 18 yrs),Is satisfied with the quality of education,Is satisfied with the no of job opportunities,Is satisfied with the income,Is satisfied with the overall help from NGOs,Enough good friends,Consider any Bangladeshis as friends,Believe Rohingya and Bangladeshis can be good friends,Have trust on the police/military/guards of camps in Bangladesh,Trust on the NGOs in the camp,Feel stressed or overwhelmed by situation,Talking about problems with others ,Solving problems alone or by asking others,Comfortable talking about problems with NGO workers,Is the situation in the camp is better now or 6 months ago,Smoke cigarettes?,Average cigarettes per day,Smoke before coming to Bangladesh,Chew betel nuts,How many betel nuts a day on average?,Chew before coming to Bangladesh,Ever seen any Rohingya use medicine or syrup often without needing it,Suspense any Rohingya in the camp who use drug,Have you ever seen any Rohingya in the camp use illegal substances (like alcohol or drugs)?,Suspense any Rohingya in the camp who are involved in illegal activities,Hear people talking about violent groups in the camp,Thoughts on violence in the camp has changed over time,Thoughts on sexual harassment in the camp happens often,Where does sexual harassment happen the most?,How afraid are you to leave your child unattended in the camp after it gets dark?,Do you think that there are Rohingya families whose child has gone missing since they moved to Bangladesh?,Do you personally know any Rohingya families whose child has gone missing since they moved to this camp?,To what extent do you feel at home in the camp in Bangladesh now?,Do you know that the Bangladesh government plans on moving Rohingya to Bhasan Char?,Are you willing to go?,Do you think that the government of Myanmar will recognize the rights of Rohingya in the next two years?,Will you return to Myanmar?,Do you think that repatriation to Myanmar will happen in the next two years?,Know any Rohingya who left Bangladesh in the last six months,Where did they go?,Have you thought about leaving to go to another country other than Myanmar and Bangladesh?,How scared are you to leave for another country?,Where do you think you will be in six months from now?,"If you could choose any country in the world, other than Myanmar, where would you go?",Where do you think the majority of Rohingya would choose to go if they could choose freely (apart from Myanmar)?,How do you feel about the future?
12427,Male,Unsatisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,now,FALSE,,,FALSE,,,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,very scared,Depends on what the government will decide,"Australia, USA","Australia, USA",negative
12428,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,I don't have children - does not apply,FALSE,,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,very scared,"Here, in the camp","Australia, USA","Australia, USA",negative
12429,Male,Unsatisfied,Satisfied,TRUE,Satisfied,Satisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,10,TRUE,TRUE,7,Yes,,No,,No,Never,Same,No,,Afraid,FALSE,,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,Depends on what the government will decide,"Canada, USA","Canada, USA",negative
12430,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,3,Yes,,No,,No,A few times a year,Same,No,,Very afraid,FALSE,,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Saudi Arabia, USA","Saudi Arabia, USA",negative
12431,Male,Satisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,3,Yes,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Australia, USA","Australia, USA",negative
12432,Male,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Satisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,FALSE,,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,Depends on what the government will decide,"Australia, USA","Australia, USA",negative
12433,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Satisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Same,No,,Very afraid,FALSE,,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,very scared,"Here, in the camp",Turkey,"Saudi Arabia, Turkey",negative
12434,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,TRUE,4,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,Can't imagine/I am not sure where I will be,Saudi Arabia,Saudi Arabia,negative
12435,Male,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,TRUE,5,TRUE,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12436,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Satisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,FALSE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Same,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12440,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,A few times a year,Decreased,No,,Afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,neither positive nor negative
12441,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,FALSE,,,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Australia, USA","Australia, USA",negative
12442,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Unsatisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12443,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12444,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,10,Yes,,No,,No,A few times a year,Decreased,No,,Afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12445,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,TRUE,5,Yes,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Australia, Saudi Arabia",Saudi Arabia,negative
12446,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,neither positive nor negative
12447,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12448,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12449,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,neither positive nor negative
12450,Female,Satisfied,Very satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12451,Female,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Neither comfortable nor uncomfortable,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12452,Female,Satisfied,Very satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,5,Yes,,No,,No,A few times a year,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,neither positive nor negative
12453,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,TRUE,5,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,scared,"Here, in the camp","Saudi Arabia, Turkey",Saudi Arabia,negative
12454,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Saudi Arabia, Turkey",Saudi Arabia,negative
12456,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,10,TRUE,TRUE,15,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,FALSE,No,,TRUE,not scared,Myanmar/Motherland,USA,Turkey,positive
12457,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,20,TRUE,TRUE,10,Yes,,No,,No,A few times a week,Increased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,Turkey,positive
12458,Male,Very unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,12,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,FALSE,No,,TRUE,not scared,"Here, in the camp",Australia,Canada,positive
12459,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,10,Yes,,No,,No,A few times a month,Increased,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",Turkey,USA,positive
12460,Male,Unsatisfied,Satisfied,TRUE,Satisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,12,Yes,,No,,No,A few times a week,Increased a lot,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,FALSE,No,,TRUE,not scared,"Here, in the camp",Canada,USA,positive
12461,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,5,FALSE,TRUE,10,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,No reply/No comment,USA,Australia,positive
12462,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,12,Yes,,No,,No,A few times a week,Increased,Yes,In the market,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,FALSE,No,,FALSE,very scared,Myanmar/Motherland,Turkey,USA,positive
12463,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,10,FALSE,TRUE,15,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",USA,Turkey,positive
12465,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,10,FALSE,TRUE,12,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,scared,"Here, in the camp",USA,Australia,positive
12466,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,FALSE,,,TRUE,8,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",I don't want to go anywhere else.,USA,positive
12468,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Satisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,12,TRUE,TRUE,15,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Canada,USA,positive
12469,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,12,TRUE,TRUE,15,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,FALSE,very scared,"Here, in the camp",Canada,USA,positive
12470,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,now,TRUE,15,FALSE,TRUE,20,Yes,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",USA,Australia,positive
12471,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Very unsatisfied,Satisfied,TRUE,Satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Very unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,trying to forget,I ask for help,Comfortable enough,now,FALSE,,,FALSE,,,,No,,No,A few times a week,Increased,Yes,In the streets,Very afraid,TRUE,FALSE,Very little,Yes,No,TRUE,TRUE,TRUE,No,,TRUE,not scared,"Here, in the camp",Turkey,USA,neither positive nor negative
12472,Female,Satisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Canada, USA","Canada, USA",negative
12473,Male,Unsatisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Satisfied,Unsatisfied,Satisfied,FALSE,TRUE,TRUE,A lot of trust,Quite a bit of trust,TRUE,trying to forget,I solve my problems myself,Comfortable enough,same-nothing has changed,FALSE,,,TRUE,8,Yes,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Australia, UK",Australia,negative
12474,Female,Satisfied,Satisfied,TRUE,Satisfied,Unsatisfied,Satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,now,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp",Saudi Arabia,Saudi Arabia,negative
12475,Female,Unsatisfied,Satisfied,TRUE,Unsatisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Unsatisfied,Unsatisfied,Satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Same,No,,Very afraid,FALSE,,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,FALSE,very scared,"Here, in the camp","Saudi Arabia, Turkey","Saudi Arabia, Turkey",negative
12476,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Satisfied,Satisfied,Unsatisfied,Very satisfied,TRUE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Very comfortable,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,FALSE,,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,very scared,"Here, in the camp","Canada, USA","Canada, USA",negative
12477,Female,Satisfied,Satisfied,TRUE,Satisfied,Satisfied,Very satisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Unsatisfied,Unsatisfied,Very satisfied,FALSE,TRUE,TRUE,A lot of trust,A lot of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,FALSE,,,FALSE,,,,No,,No,A few times a year,Same,No,,Very afraid,FALSE,,Not at all,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,Depends on what the government will decide,Saudi Arabia,Saudi Arabia,negative
12478,Male,Satisfied,Satisfied,TRUE,Unsatisfied,Unsatisfied,Unsatisfied,TRUE,Very satisfied,TRUE,No,FALSE,Unsatisfied,Very unsatisfied,Unsatisfied,Satisfied,TRUE,FALSE,TRUE,A lot of trust,Quite a bit of trust,TRUE,talking,I ask for help,Comfortable enough,same-nothing has changed,TRUE,5,TRUE,FALSE,,,,No,,No,Never,Decreased,No,,Very afraid,TRUE,FALSE,Very little,Yes,No,FALSE,TRUE,FALSE,No,,TRUE,scared,"Here, in the camp","Australia, USA",USA,negative
